amount,transaction_type,merchant_category,location,card_type,hour,previous_transactions,is_foreign_transaction,fraud
117298,ATM,Fuel,Same City,Credit,21,11,No,0
199269,POS,Shopping,Different State,Debit,11,20,No,1
93799,Online,Shopping,Same City,Credit,14,17,No,0
77220,Online,Travel,Same City,Credit,23,29,No,0
31115,POS,Shopping,Different State,Debit,0,3,No,0
53589,Online,Fuel,Same City,Credit,9,9,No,0
66177,Online,Gaming,Same City,Credit,21,10,No,1
146540,International,Food,Different State,Credit,1,12,Yes,1
33142,Online,Fuel,Different City,Credit,15,4,No,0
111634,ATM,Shopping,Different State,Credit,0,10,No,1
166614,POS,Food,Different State,Credit,9,15,No,1
79680,POS,Electronics,Same City,Credit,19,13,No,0
25367,ATM,Fuel,Same City,Credit,15,26,No,0
36060,Online,Electronics,Same City,Credit,19,1,No,1
65409,Online,Gaming,International,Debit,2,29,Yes,1
123910,Online,Electronics,Same City,Debit,15,5,No,0
71062,POS,Travel,Same City,Credit,10,22,No,1
145365,Online,Shopping,Different City,Credit,11,4,No,0
82053,Online,Shopping,Same City,Credit,19,2,No,0
14449,Online,Shopping,Different State,Credit,9,19,No,0
117602,POS,Food,Same City,Credit,6,11,No,0
78104,Online,Travel,Different City,Debit,3,26,No,1
121012,Online,Gaming,Different City,Debit,14,6,No,1
158181,Online,Food,Same City,Credit,7,6,No,0
57187,Online,Fuel,Same City,Credit,20,16,No,0
47867,Online,Shopping,Same City,Credit,5,25,No,1
18008,Online,Shopping,Same City,Credit,9,26,No,0
48322,Online,Shopping,Same City,Credit,9,13,No,0
173349,Online,Food,Same City,Debit,16,1,No,0
148086,ATM,Food,Different City,Credit,8,27,No,1
23069,POS,Food,Same City,Credit,12,18,No,0
81467,Online,Fuel,Same City,Debit,8,28,No,1
112824,Online,Fuel,Same City,Credit,18,25,No,0
9781,Online,Travel,Different City,Credit,18,0,No,0
61429,ATM,Electronics,Same City,Credit,2,17,No,1
174051,POS,Fuel,Same City,Credit,8,23,No,1
135550,Online,Electronics,Different State,Debit,23,14,No,1
114929,Online,Fuel,Same City,Debit,15,10,No,0
149788,Online,Travel,International,Debit,18,1,Yes,1
18832,Online,Gaming,Different City,Debit,21,27,No,0
19493,ATM,Food,Same City,Debit,14,28,No,0
3871,International,Electronics,Same City,Debit,8,29,Yes,0
26021,ATM,Electronics,Same City,Credit,5,16,No,0
137298,Online,Shopping,Same City,Credit,16,16,No,0
113979,ATM,Shopping,Same City,Credit,15,26,No,1
72216,International,Food,Same City,Debit,23,25,Yes,1
188879,POS,Fuel,Different State,Credit,18,1,No,1
38846,POS,Food,Same City,Credit,11,2,No,0
172326,Online,Travel,Different City,Debit,14,30,No,1
175457,Online,Shopping,Same City,Debit,3,3,No,1
153321,Online,Shopping,Different State,Credit,18,15,No,1
169528,ATM,Food,Same City,Credit,18,1,No,0
86106,ATM,Electronics,Different State,Debit,1,9,No,1
35654,Online,Electronics,Same City,Credit,10,29,No,0
139280,POS,Food,Same City,Debit,2,6,No,1
133703,POS,Food,Same City,Credit,19,1,No,0
164367,Online,Food,Different State,Debit,13,2,No,1
76619,POS,Shopping,Different City,Debit,12,7,No,0
149023,Online,Food,Different State,Credit,9,7,No,1
178054,POS,Gaming,Different State,Debit,15,15,No,1
7485,ATM,Travel,Same City,Debit,12,13,No,1
65471,Online,Travel,Same City,Credit,2,26,No,1
108158,Online,Fuel,Different City,Debit,10,20,No,0
87855,POS,Fuel,Different State,Credit,8,1,No,1
32721,Online,Gaming,Same City,Credit,6,0,No,0
127660,Online,Food,International,Credit,3,8,Yes,1
177422,Online,Shopping,Different City,Credit,10,25,No,1
5764,POS,Gaming,Same City,Credit,8,22,No,0
172925,ATM,Gaming,Different City,Credit,5,5,No,1
73033,International,Travel,Different City,Debit,11,3,Yes,1
62262,ATM,Electronics,Same City,Debit,4,27,No,1
118985,Online,Shopping,Different City,Credit,17,30,No,1
31509,ATM,Electronics,Different State,Debit,23,24,No,0
53340,Online,Shopping,Same City,Credit,2,16,No,1
143853,POS,Gaming,Same City,Credit,23,7,No,1
74539,ATM,Food,Different State,Credit,22,0,No,0
163334,International,Jewellery,Same City,Credit,20,27,Yes,1
6179,Online,Shopping,Same City,Credit,5,1,No,0
17878,POS,Shopping,Different State,Debit,19,1,No,0
93449,POS,Shopping,Same City,Credit,0,1,No,1
129795,POS,Fuel,Same City,Credit,5,8,No,1
63066,ATM,Gaming,Same City,Credit,19,9,No,1
166375,International,Shopping,Same City,Debit,0,18,Yes,1
146381,POS,Electronics,International,Debit,18,13,Yes,1
46619,Online,Jewellery,Different State,Debit,5,9,No,0
182000,POS,Shopping,Same City,Credit,19,1,No,1
80179,Online,Food,Different City,Credit,15,0,No,0
104788,Online,Gaming,Same City,Debit,1,1,No,1
62082,Online,Fuel,Different City,Credit,11,6,No,0
142628,POS,Shopping,Same City,Debit,0,1,No,1
63904,Online,Jewellery,Different City,Credit,14,6,No,1
23555,Online,Electronics,Different City,Credit,2,3,No,0
99891,POS,Electronics,Same City,Credit,12,15,No,0
31544,Online,Fuel,Same City,Debit,8,23,No,0
29427,International,Shopping,Same City,Debit,2,15,Yes,0
119319,Online,Shopping,Same City,Debit,7,24,No,1
34636,Online,Shopping,Different City,Credit,10,5,No,0
154165,Online,Shopping,International,Debit,21,23,Yes,0
71297,Online,Fuel,Different State,Credit,5,12,No,1
54689,POS,Food,Different City,Credit,7,29,No,0
107310,Online,Travel,Different State,Debit,0,21,No,1
90525,ATM,Food,Same City,Credit,1,4,No,1
150825,POS,Food,International,Credit,2,5,Yes,1
141786,ATM,Jewellery,Different City,Debit,17,28,No,1
125658,POS,Electronics,Different State,Credit,13,4,No,1
99549,International,Fuel,Same City,Credit,14,8,Yes,0
196498,Online,Fuel,Different City,Credit,18,3,No,0
128732,Online,Fuel,Same City,Credit,1,1,No,1
193294,POS,Travel,Different State,Debit,6,12,No,1
191560,POS,Fuel,Different State,Debit,8,17,No,1
114669,Online,Jewellery,Same City,Credit,7,18,No,1
107636,Online,Food,Same City,Debit,5,2,No,1
52345,POS,Travel,International,Credit,0,11,Yes,1
490,ATM,Electronics,Same City,Credit,17,16,No,0
76564,POS,Jewellery,Same City,Credit,19,0,No,0
136701,POS,Electronics,International,Credit,3,12,Yes,1
6166,POS,Fuel,Same City,Credit,23,20,No,0
61729,Online,Travel,International,Debit,18,21,Yes,1
151401,POS,Electronics,Different City,Credit,17,25,No,1
78796,POS,Fuel,Same City,Debit,17,13,No,0
67736,Online,Shopping,Same City,Credit,18,16,No,0
57540,Online,Shopping,Same City,Debit,14,2,No,0
137303,ATM,Food,Different City,Credit,11,22,No,1
131499,Online,Gaming,Different State,Credit,0,6,No,1
174355,Online,Food,Same City,Credit,13,13,No,1
84419,Online,Gaming,Different City,Credit,22,8,No,1
113331,Online,Electronics,Same City,Credit,8,28,No,1
4302,ATM,Electronics,Same City,Credit,16,4,No,0
171179,Online,Food,International,Credit,0,4,Yes,1
102619,Online,Travel,Same City,Credit,8,22,No,1
35736,POS,Electronics,Same City,Debit,13,9,No,0
58366,Online,Travel,Same City,Credit,19,3,No,0
146904,International,Travel,Same City,Credit,21,13,Yes,1
164816,Online,Gaming,Same City,Credit,9,21,No,1
104323,Online,Shopping,Same City,Credit,1,8,No,1
6268,Online,Shopping,Same City,Credit,2,0,No,0
195564,International,Shopping,Different State,Credit,20,13,Yes,1
23580,Online,Gaming,Same City,Credit,11,0,No,0
112660,Online,Food,International,Debit,23,29,Yes,1
67877,Online,Electronics,International,Credit,5,28,Yes,1
115392,Online,Shopping,Different City,Credit,0,3,No,1
87366,Online,Food,Different City,Debit,6,30,No,1
129027,ATM,Food,Same City,Debit,2,15,No,1
140283,Online,Jewellery,Different City,Debit,4,26,No,1
48143,Online,Jewellery,Same City,Debit,22,25,No,0
92134,International,Electronics,International,Debit,8,2,Yes,1
162996,ATM,Fuel,Same City,Credit,16,27,No,1
163558,Online,Travel,Same City,Credit,1,20,No,1
4043,Online,Jewellery,Same City,Credit,16,18,No,0
79093,International,Shopping,Same City,Credit,6,9,Yes,1
190431,Online,Electronics,Same City,Credit,3,4,No,1
167137,Online,Food,Different City,Credit,11,8,No,0
45206,Online,Food,Different City,Debit,20,26,No,0
32533,Online,Electronics,Same City,Credit,17,2,No,0
121629,Online,Fuel,Same City,Credit,10,21,No,1
75466,POS,Fuel,Different State,Debit,16,16,No,0
110141,POS,Jewellery,Same City,Debit,0,11,No,1
26512,International,Shopping,Same City,Debit,9,6,Yes,0
73229,Online,Electronics,Same City,Credit,22,12,No,0
160348,POS,Travel,Same City,Debit,15,4,No,0
191460,POS,Travel,Same City,Credit,5,1,No,1
52959,Online,Food,Different State,Debit,1,2,No,1
72457,Online,Shopping,Same City,Debit,3,7,No,1
180942,POS,Shopping,Different State,Debit,17,13,No,0
196502,Online,Gaming,Same City,Debit,11,21,No,1
197037,International,Electronics,Same City,Credit,9,27,Yes,1
122431,ATM,Food,Same City,Credit,3,2,No,1
114800,Online,Food,Same City,Credit,15,29,No,1
138639,POS,Fuel,Same City,Credit,4,24,No,1
199448,Online,Shopping,Same City,Credit,13,0,No,0
134313,Online,Gaming,International,Credit,6,21,Yes,1
198849,POS,Jewellery,Same City,Credit,3,17,No,1
88926,ATM,Shopping,Different State,Credit,3,28,No,1
47826,ATM,Travel,Different City,Debit,11,25,No,0
131303,Online,Shopping,Same City,Debit,6,25,No,1
56011,ATM,Jewellery,Same City,Debit,12,18,No,0
100881,POS,Electronics,Different City,Debit,8,12,No,0
5322,Online,Food,Different City,Credit,19,22,No,0
151636,ATM,Fuel,Same City,Debit,4,2,No,1
192985,Online,Food,Same City,Credit,2,0,No,1
2628,Online,Food,International,Debit,20,16,Yes,0
41136,Online,Shopping,Different City,Credit,17,27,No,0
36001,Online,Fuel,Same City,Credit,0,9,No,1
193716,Online,Fuel,Same City,Credit,7,1,No,0
96647,International,Food,Different City,Debit,22,17,Yes,1
183151,Online,Electronics,Same City,Debit,19,27,No,1
81327,POS,Shopping,Same City,Debit,8,29,No,1
68146,ATM,Shopping,Same City,Debit,13,27,No,1
84001,POS,Travel,Same City,Debit,3,4,No,1
20117,International,Fuel,Same City,Credit,7,18,Yes,0
147631,POS,Shopping,Same City,Credit,20,1,No,0
157008,POS,Shopping,Same City,Credit,9,13,No,0
97043,ATM,Food,Same City,Credit,11,2,No,0
7260,POS,Shopping,Same City,Credit,12,25,No,0
171106,POS,Jewellery,Different City,Credit,23,1,No,1
127679,Online,Jewellery,Same City,Debit,14,9,No,1
79192,POS,Food,Same City,Credit,1,5,No,1
87218,Online,Electronics,Different City,Credit,4,28,No,1
145590,POS,Food,Same City,Credit,8,4,No,1
171202,ATM,Electronics,Same City,Debit,22,6,No,0
54690,POS,Jewellery,Same City,Credit,4,11,No,1
57218,ATM,Food,Same City,Credit,1,13,No,1
182049,Online,Food,Different State,Credit,12,18,No,1
46333,Online,Food,Same City,Credit,0,11,No,1
180272,POS,Fuel,Different State,Credit,18,13,No,1
85918,POS,Food,International,Debit,10,6,Yes,1
193527,Online,Travel,Different City,Credit,14,15,No,0
90346,Online,Food,Same City,Debit,0,7,No,1
138241,Online,Fuel,Same City,Debit,23,26,No,1
191109,Online,Shopping,Same City,Debit,4,15,No,1
199742,Online,Travel,Same City,Debit,13,19,No,0
129027,Online,Shopping,Different State,Credit,17,11,No,1
70408,ATM,Food,Different City,Credit,5,30,No,1
111466,International,Shopping,Different City,Debit,5,0,Yes,1
195889,Online,Jewellery,Different City,Credit,3,28,No,1
177993,Online,Travel,Same City,Credit,0,27,No,1
121879,ATM,Electronics,International,Debit,2,12,Yes,1
116924,ATM,Shopping,Same City,Credit,1,9,No,1
54803,Online,Fuel,Same City,Debit,12,18,No,0
29756,ATM,Food,Different City,Debit,13,7,No,0
1497,POS,Jewellery,Same City,Credit,10,8,No,0
91796,POS,Gaming,International,Credit,22,19,Yes,1
158621,Online,Travel,Same City,Debit,5,17,No,1
42060,ATM,Shopping,Same City,Credit,1,9,No,1
147742,ATM,Shopping,Different State,Debit,14,12,No,1
45095,POS,Shopping,Different City,Credit,6,18,No,0
163528,POS,Gaming,Same City,Debit,16,27,No,1
79097,ATM,Food,Same City,Credit,13,27,No,1
44571,Online,Shopping,Different City,Credit,5,19,No,0
48903,ATM,Fuel,Different State,Debit,7,19,No,1
68007,POS,Fuel,Different City,Credit,5,11,No,1
64919,Online,Shopping,Same City,Credit,1,4,No,1
171011,ATM,Food,International,Credit,23,7,Yes,1
74464,Online,Electronics,Different State,Credit,12,18,No,0
145428,ATM,Food,Different State,Debit,7,6,No,1
77312,ATM,Food,Same City,Credit,0,25,No,1
91016,POS,Electronics,International,Credit,4,26,Yes,1
70738,ATM,Shopping,Different State,Credit,10,24,No,1
82165,International,Gaming,Different City,Debit,3,4,Yes,1
130231,Online,Shopping,Same City,Credit,8,5,No,0
4002,Online,Gaming,Different State,Debit,18,6,No,0
89726,POS,Electronics,Different City,Credit,14,2,No,0
26281,POS,Shopping,Same City,Debit,8,15,No,0
175154,ATM,Gaming,Same City,Credit,4,22,No,0
162841,Online,Food,Different City,Credit,18,18,No,0
194565,ATM,Fuel,Same City,Credit,1,6,No,1
27859,Online,Electronics,Different State,Credit,10,3,No,0
188790,ATM,Shopping,Different City,Credit,21,26,No,0
115867,POS,Gaming,Different City,Credit,19,4,No,1
194413,Online,Shopping,International,Credit,7,22,Yes,1
164800,ATM,Food,International,Debit,18,5,Yes,1
2046,Online,Travel,Same City,Credit,20,12,No,0
52076,International,Fuel,Different City,Credit,17,13,Yes,1
93939,ATM,Jewellery,Same City,Credit,17,21,No,1
113684,Online,Fuel,Same City,Credit,11,23,No,1
50459,ATM,Travel,International,Credit,13,22,Yes,1
35483,Online,Shopping,Different City,Credit,15,4,No,0
44214,Online,Jewellery,Different State,Debit,10,23,No,0
153612,Online,Travel,Same City,Debit,0,24,No,1
48164,Online,Electronics,International,Credit,9,14,Yes,0
107890,Online,Electronics,Different State,Debit,2,27,No,1
42705,Online,Food,Same City,Credit,19,0,No,0
158824,POS,Food,Same City,Debit,1,4,No,1
164,Online,Fuel,Same City,Debit,18,11,No,0
48625,Online,Fuel,Different City,Credit,7,19,No,0
193385,ATM,Gaming,Same City,Debit,17,19,No,1
42127,Online,Travel,Same City,Credit,12,27,No,1
12362,Online,Shopping,Same City,Credit,21,1,No,0
73758,Online,Jewellery,Different City,Debit,1,15,No,1
34126,Online,Shopping,Same City,Debit,0,0,No,0
59939,POS,Shopping,Same City,Credit,13,21,No,0
58540,POS,Shopping,Different State,Credit,13,3,No,1
161900,Online,Electronics,International,Credit,6,22,Yes,1
91579,Online,Fuel,Same City,Debit,14,5,No,0
172719,ATM,Travel,Same City,Credit,1,13,No,1
54738,ATM,Gaming,Same City,Debit,8,28,No,0
18308,POS,Fuel,Same City,Credit,0,2,No,0
129707,POS,Travel,Same City,Debit,1,28,No,1
146995,Online,Food,Different State,Credit,15,5,No,1
90631,Online,Food,Same City,Debit,18,8,No,0
199553,International,Shopping,Different State,Debit,11,23,Yes,1
199608,Online,Travel,Same City,Debit,5,6,No,1
192498,POS,Shopping,Same City,Debit,19,10,No,0
88499,POS,Food,Different City,Credit,2,12,No,1
61561,Online,Gaming,Same City,Debit,18,24,No,1
139988,Online,Electronics,Same City,Credit,20,20,No,0
24705,Online,Travel,International,Credit,8,6,Yes,0
103956,POS,Shopping,Different City,Debit,11,28,No,1
108652,ATM,Shopping,Different State,Debit,12,17,No,1
17701,Online,Food,Different City,Credit,16,23,No,0
8897,International,Shopping,Same City,Debit,18,26,Yes,0
135634,Online,Shopping,Same City,Debit,17,12,No,1
62015,Online,Electronics,Same City,Credit,1,7,No,1
116546,Online,Food,Same City,Credit,12,15,No,0
174654,Online,Fuel,Same City,Debit,3,17,No,1
48081,POS,Food,Different State,Credit,18,20,No,0
21407,POS,Electronics,Same City,Debit,13,10,No,0
199310,Online,Gaming,Different State,Credit,6,18,No,1
79970,POS,Shopping,Same City,Debit,16,24,No,1
104906,Online,Fuel,Different State,Debit,0,27,No,1
79446,POS,Shopping,Same City,Credit,8,20,No,0
110878,ATM,Electronics,Same City,Credit,23,14,No,1
102533,Online,Fuel,Different City,Credit,5,18,No,1
177352,ATM,Shopping,Same City,Debit,18,5,No,0
133523,ATM,Shopping,International,Debit,5,15,Yes,1
40448,Online,Food,Different State,Credit,7,14,No,0
193441,International,Shopping,Same City,Debit,19,8,Yes,1
154060,Online,Shopping,Different City,Credit,21,30,No,1
22932,POS,Shopping,Same City,Debit,20,19,No,0
29710,Online,Electronics,Different City,Credit,0,12,No,0
16748,POS,Fuel,Same City,Credit,8,19,No,0
71286,Online,Fuel,Different City,Credit,7,25,No,1
38556,ATM,Electronics,Different State,Credit,23,17,No,0
123694,POS,Jewellery,Same City,Credit,20,8,No,1
177781,Online,Fuel,Same City,Debit,1,3,No,1
66316,ATM,Gaming,Different City,Credit,20,16,No,1
486,Online,Food,Same City,Credit,19,4,No,0
78309,Online,Fuel,Same City,Credit,17,1,No,0
17294,POS,Food,Same City,Debit,13,17,No,0
77690,ATM,Fuel,Same City,Debit,21,27,No,0
38715,POS,Gaming,International,Debit,5,20,Yes,1
165603,Online,Shopping,Same City,Credit,18,21,No,1
157344,ATM,Food,Same City,Debit,12,12,No,0
146237,Online,Shopping,Same City,Debit,14,1,No,0
46035,International,Food,Different City,Debit,8,8,Yes,1
156039,Online,Gaming,Different City,Credit,16,21,No,1
127122,ATM,Shopping,Same City,Debit,21,29,No,1
78286,Online,Fuel,Same City,Credit,18,2,No,0
41049,International,Travel,Same City,Credit,8,18,Yes,0
184705,Online,Gaming,Different City,Credit,4,29,No,1
63613,Online,Shopping,Different City,Debit,1,11,No,1
183181,ATM,Food,Different City,Debit,14,25,No,1
73076,POS,Jewellery,Different State,Debit,8,26,No,1
133798,POS,Shopping,Different State,Credit,15,7,No,1
72568,International,Food,Same City,Credit,4,7,Yes,1
100018,Online,Travel,Different State,Debit,13,9,No,1
34007,Online,Food,Different State,Debit,21,28,No,0
196313,Online,Food,Different City,Credit,5,30,No,1
162598,Online,Food,Same City,Debit,18,18,No,0
49682,ATM,Food,International,Debit,19,21,Yes,0
154237,International,Gaming,International,Credit,6,10,Yes,1
192724,POS,Jewellery,Different City,Credit,15,14,No,1
97661,International,Food,Same City,Credit,16,5,Yes,0
66021,ATM,Fuel,Same City,Credit,16,23,No,1
157252,Online,Jewellery,Same City,Credit,2,9,No,1
171115,International,Electronics,International,Credit,19,23,Yes,1
17752,International,Food,Different City,Credit,1,27,Yes,0
147955,Online,Food,Same City,Credit,18,15,No,0
166710,ATM,Travel,Same City,Debit,13,20,No,0
176093,Online,Shopping,Different State,Debit,4,9,No,1
86478,POS,Electronics,Same City,Credit,7,10,No,0
8221,POS,Travel,Same City,Debit,3,19,No,0
146559,International,Food,Different State,Credit,17,29,Yes,1
9001,POS,Fuel,Same City,Credit,0,2,No,0
95650,Online,Jewellery,Same City,Credit,3,29,No,1
150012,Online,Travel,Different City,Debit,23,20,No,0
76221,ATM,Shopping,Same City,Debit,15,8,No,0
42925,Online,Jewellery,Different City,Credit,19,10,No,0
25510,Online,Travel,Same City,Debit,2,15,No,0
91748,Online,Food,Different City,Debit,5,30,No,0
182292,Online,Gaming,Different State,Credit,2,18,No,1
127050,Online,Travel,Same City,Debit,9,27,No,1
72205,ATM,Food,Different City,Debit,15,13,No,1
196653,International,Food,Same City,Credit,2,29,Yes,1
1446,POS,Travel,Same City,Debit,19,2,No,0
165217,Online,Fuel,Different City,Debit,11,2,No,0
62724,International,Shopping,Same City,Credit,8,11,Yes,1
67154,Online,Fuel,Different City,Credit,0,11,No,1
194607,Online,Electronics,Same City,Debit,14,8,No,0
162407,Online,Food,Different City,Credit,12,1,No,0
124040,Online,Food,Different City,Debit,0,22,No,1
81825,Online,Food,Same City,Debit,19,29,No,1
143212,Online,Shopping,Same City,Debit,18,12,No,0
42126,ATM,Electronics,Same City,Credit,17,17,No,0
73159,POS,Electronics,Same City,Credit,17,0,No,0
84430,Online,Electronics,Same City,Debit,9,22,No,1
157468,Online,Shopping,Same City,Debit,4,6,No,1
49874,POS,Travel,Same City,Credit,16,28,No,0
113346,POS,Travel,International,Credit,1,19,Yes,1
178226,POS,Gaming,Different City,Credit,23,26,No,1
74063,ATM,Shopping,Same City,Debit,4,25,No,1
26382,Online,Travel,Different City,Credit,10,5,No,0
63268,Online,Shopping,Different City,Credit,9,14,No,0
176322,International,Shopping,Same City,Debit,15,21,Yes,0
125249,International,Food,Same City,Credit,22,30,Yes,1
139514,POS,Electronics,Same City,Debit,6,2,No,0
16752,Online,Electronics,Different State,Credit,23,7,No,0
110521,ATM,Travel,Same City,Credit,13,5,No,0
184419,ATM,Food,Same City,Credit,0,4,No,1
19412,POS,Food,Same City,Credit,17,29,No,0
56744,International,Travel,Same City,Debit,1,12,Yes,1
103968,Online,Food,Same City,Credit,23,16,No,0
23097,POS,Food,Different State,Debit,18,3,No,1
56816,POS,Gaming,International,Credit,23,7,Yes,1
37629,Online,Shopping,Same City,Credit,6,24,No,0
198536,Online,Travel,Different City,Credit,3,18,No,1
49035,International,Shopping,Different City,Credit,1,4,Yes,1
121595,Online,Fuel,Same City,Credit,10,8,No,0
165293,POS,Shopping,Same City,Debit,19,9,No,0
86444,Online,Shopping,Different City,Debit,3,22,No,1
102149,Online,Food,Same City,Debit,9,24,No,1
106568,Online,Shopping,Different State,Credit,3,15,No,1
13818,Online,Food,Same City,Debit,13,3,No,0
36679,Online,Food,Same City,Credit,20,4,No,0
106557,Online,Shopping,Different State,Credit,16,11,No,0
98262,International,Electronics,Same City,Credit,23,20,Yes,1
111028,POS,Shopping,Same City,Credit,14,18,No,0
33903,Online,Food,Same City,Credit,9,14,No,0
14941,POS,Jewellery,Different City,Credit,3,21,No,0
182131,International,Fuel,Different City,Credit,14,3,Yes,1
192864,Online,Gaming,Same City,Credit,12,13,No,1
78833,ATM,Food,Same City,Credit,3,17,No,1
84580,POS,Travel,Different City,Credit,12,17,No,0
98208,POS,Shopping,Same City,Credit,23,22,No,1
124368,ATM,Shopping,Same City,Debit,20,3,No,0
43076,Online,Food,Same City,Credit,4,22,No,1
183234,POS,Electronics,Same City,Credit,12,9,No,0
48870,ATM,Jewellery,Same City,Debit,12,29,No,0
120735,Online,Fuel,Different City,Credit,14,15,No,0
163140,International,Shopping,Different City,Debit,20,4,Yes,0
62568,POS,Shopping,Same City,Debit,0,2,No,1
49618,Online,Electronics,Same City,Credit,6,30,No,0
173073,Online,Gaming,Same City,Debit,21,15,No,1
84269,ATM,Food,Same City,Credit,12,1,No,0
116115,Online,Travel,Different City,Credit,17,30,No,1
7821,Online,Fuel,Different State,Debit,6,21,No,0
198901,Online,Gaming,Different State,Debit,15,14,No,1
57337,Online,Shopping,Different State,Credit,1,30,No,1
78412,POS,Shopping,Different State,Credit,17,11,No,0
99308,ATM,Food,Same City,Debit,9,4,No,0
22333,POS,Shopping,Same City,Debit,23,1,No,0
130138,Online,Electronics,Different State,Credit,11,16,No,1
118967,Online,Food,International,Debit,13,26,Yes,1
10588,Online,Food,Different State,Debit,11,20,No,0
105885,ATM,Electronics,International,Debit,9,18,Yes,1
82691,POS,Gaming,Same City,Credit,6,18,No,1
149714,POS,Electronics,Different State,Debit,19,25,No,1
157056,International,Travel,Same City,Debit,10,26,Yes,1
74049,POS,Fuel,Same City,Debit,13,9,No,0
34647,POS,Jewellery,Same City,Credit,4,3,No,0
143768,POS,Jewellery,Same City,Debit,21,27,No,1
86488,POS,Travel,Same City,Credit,0,22,No,1
179683,POS,Electronics,International,Debit,4,29,Yes,1
155178,International,Electronics,Same City,Credit,5,26,Yes,1
167079,Online,Food,Same City,Credit,15,2,No,0
131483,POS,Fuel,Same City,Credit,20,17,No,0
15254,Online,Travel,Different State,Credit,16,1,No,0
20294,International,Shopping,Different City,Credit,11,12,Yes,0
196077,International,Gaming,International,Debit,12,0,Yes,1
85183,POS,Electronics,Different City,Credit,12,6,No,0
142071,Online,Shopping,Different City,Debit,4,6,No,1
31381,Online,Travel,Different City,Credit,2,12,No,0
2042,Online,Food,Different State,Debit,21,16,No,0
72919,Online,Gaming,Same City,Credit,10,24,No,1
129476,Online,Jewellery,Same City,Credit,8,0,No,0
101396,POS,Food,Different State,Credit,16,27,No,1
179221,Online,Shopping,Same City,Credit,3,4,No,1
67389,ATM,Food,Different City,Credit,15,29,No,1
37775,ATM,Fuel,Same City,Credit,17,13,No,1
61279,ATM,Fuel,Different State,Debit,14,0,No,0
107109,Online,Fuel,Same City,Debit,4,29,No,1
168655,Online,Shopping,Different State,Credit,1,17,No,1
140261,Online,Jewellery,Different State,Credit,2,6,No,1
151720,Online,Electronics,Different City,Debit,15,19,No,0
151057,ATM,Shopping,Same City,Debit,17,8,No,0
95147,Online,Food,Same City,Credit,1,14,No,1
197628,ATM,Electronics,Same City,Debit,0,18,No,1
167929,POS,Shopping,Same City,Credit,10,18,No,0
199661,POS,Shopping,International,Credit,22,19,Yes,1
38671,POS,Fuel,Same City,Credit,2,11,No,1
157508,International,Shopping,Same City,Debit,0,14,Yes,1
81935,Online,Shopping,Different City,Credit,14,15,No,0
114600,POS,Gaming,International,Credit,9,2,Yes,1
111605,POS,Jewellery,Different City,Debit,6,0,No,1
197917,POS,Fuel,Same City,Debit,12,22,No,1
72570,Online,Food,Same City,Debit,5,28,No,1
193255,POS,Electronics,Same City,Debit,8,5,No,0
126077,Online,Travel,Same City,Debit,6,22,No,0
105706,Online,Gaming,Different City,Debit,21,2,No,1
138939,International,Electronics,Same City,Credit,4,9,Yes,1
100103,ATM,Fuel,Different City,Credit,17,18,No,0
110307,International,Shopping,Same City,Credit,20,15,Yes,1
163854,POS,Gaming,International,Debit,7,15,Yes,1
150363,Online,Electronics,Different State,Debit,10,26,No,1
187393,POS,Gaming,Same City,Debit,8,25,No,1
117180,POS,Electronics,Same City,Debit,13,15,No,0
53190,POS,Shopping,Different State,Debit,17,19,No,0
118702,POS,Travel,Same City,Credit,10,15,No,0
146330,POS,Food,International,Debit,20,12,Yes,1
144260,Online,Food,Same City,Credit,16,0,No,0
4528,POS,Food,Same City,Credit,21,3,No,0
165669,ATM,Gaming,Different City,Credit,2,17,No,1
143446,Online,Jewellery,Different City,Credit,20,12,No,1
199963,Online,Electronics,Different State,Credit,15,0,No,1
101818,POS,Fuel,Different City,Debit,1,14,No,1
57626,POS,Shopping,Different City,Credit,19,28,No,0
72163,International,Travel,International,Credit,9,19,Yes,1
12216,Online,Food,Same City,Credit,16,19,No,0
136038,ATM,Fuel,International,Credit,11,22,Yes,1
127721,Online,Electronics,Different City,Debit,21,28,No,1
26353,Online,Food,Same City,Debit,10,14,No,0
8681,Online,Gaming,Same City,Debit,21,28,No,0
135517,Online,Fuel,Same City,Credit,16,17,No,0
20114,Online,Food,Same City,Credit,22,3,No,0
59559,International,Electronics,Different State,Credit,17,14,Yes,1
164670,ATM,Fuel,Different State,Debit,23,1,No,1
114895,ATM,Travel,Same City,Credit,4,7,No,1
79412,ATM,Gaming,Same City,Credit,8,13,No,1
150703,ATM,Shopping,Different City,Credit,13,23,No,1
78261,ATM,Shopping,Same City,Credit,10,15,No,0
130807,POS,Shopping,Same City,Credit,15,11,No,0
42086,POS,Electronics,Same City,Credit,3,16,No,1
146785,ATM,Shopping,Same City,Credit,2,10,No,1
184969,POS,Gaming,International,Credit,5,9,Yes,1
193139,Online,Travel,Different City,Credit,7,18,No,0
102090,Online,Travel,Same City,Credit,12,27,No,1
66843,Online,Electronics,Same City,Debit,11,17,No,0
21682,International,Travel,Different City,Debit,19,3,Yes,0
115955,Online,Shopping,Same City,Credit,16,21,No,1
148091,POS,Gaming,International,Debit,3,7,Yes,1
78704,ATM,Gaming,Same City,Debit,22,18,No,1
